urn,path,author,title,suggested_genre,confidence,recommended_genre,notes
tlg0732.tlg011.1st1K-grc1,tlg0732/tlg011/tlg0732.tlg011.1st1K-grc1.xml,Alexander of Aphrodisias,De anima libri mantissa,prose-philosophy,high,prose-philosophy,
tlg0732.tlg012.1st1K-grc1,tlg0732/tlg012/tlg0732.tlg012.1st1K-grc1.xml,Alexander of Aphrodisias,Quaestiones,prose-philosophy,high,prose-philosophy,
tlg0732.tlg012.1st1K-grc2,tlg0732/tlg012/tlg0732.tlg012.1st1K-grc2.xml,Alexander of Aphrodisias,Quaestiones,prose-philosophy,high,prose-philosophy,
tlg0732.tlg013.1st1K-grc1,tlg0732/tlg013/tlg0732.tlg013.1st1K-grc1.xml,Alexander of Aphrodisias,Ἠθικὰ προβλήματα [Sp.],prose-philosophy,high,prose-philosophy,
tlg0732.tlg014.1st1K-grc1,tlg0732/tlg014/tlg0732.tlg014.1st1K-grc1.xml,Alexander of Aphrodisias,De fato,prose-philosophy,high,prose-philosophy,
tlg0732.tlgX01.1st1K-grc1,tlg0732/tlgX01/tlg0732.tlgX01.1st1K-grc1.xml,Alexander of Aphrodisias,In Aristotelis Sophisticos Elenchos Commentarius [Sp.],prose-philosophy,high,prose-philosophy,
tlg0733.tlg001.1st1K-grc1,tlg0733/tlg001/tlg0733.tlg001.1st1K-grc1.xml,Cassius Iatrosophista,Quaestiones medicae et problemata physica,prose-philosophy,high,prose-philosophy,
tlg0751.tlg005.1st1K-grc1,tlg0751/tlg005/tlg0751.tlg005.1st1K-grc1.xml,Pseudo-Hippocrates,Ἑρμηνεία περὶ ἐνεργῶν λίθων,prose-philosophy,high,prose-philosophy,
tlg0751.tlg034.1st1K-grc1,tlg0751/tlg034/tlg0751.tlg034.1st1K-grc1.xml,Pseudo-Hippocrates,De septimestri partu,prose-philosophy,high,prose-philosophy,
tlg1118.tlg003.1st1K-grc1,tlg1118/tlg003/tlg1118.tlg003.1st1K-grc1.xml,Pseudo-Dioscorides,De lapidibus,prose-philosophy,high,prose-philosophy,
tlg1126.tlg003.1st1K-grc1,tlg1126/tlg003/tlg1126.tlg003.1st1K-grc1.xml,"Anubion, Poeta Astrologus",Fragmenta,verse-didactic,medium,verse-didactic,
tlg1129.tlg001.1st1K-grc1,tlg1129/tlg001/tlg1129.tlg001.1st1K-grc1.xml,Anonymi de Barbarismo et Soloecismo,De barbarismo et soloecismo,prose-philosophy,high,prose-philosophy,
tlg1131.tlg001.1st1K-grc1,tlg1131/tlg001/tlg1131.tlg001.1st1K-grc1.xml,Anonymus Ad Avircium Marcellum contra Cataphrygas,Ad Avircium Marcellum contra Cataphrygas,prose-oratory,high,prose-oratory,
tlg1134.tlg001.1st1K-grc1,tlg1134/tlg001/tlg1134.tlg001.1st1K-grc1.xml,Anonymous Iamblichi,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1146.tlg001.1st1K-grc1,tlg1146/tlg001/tlg1146.tlg001.1st1K-grc1.xml,Antipater Tarsensis,Testimonia et Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1147.tlg003.1st1K-grc1,tlg1147/tlg003/tlg1147.tlg003.1st1K-grc1.xml,Antiphon of Athens,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1181.tlg001.1st1K-grc1,tlg1181/tlg001/tlg1181.tlg001.1st1K-grc1.xml,Aristarchus of Samos,De magnitudinibus et distantiis solis et lunae,prose-philosophy,high,prose-philosophy,
tlg1188.tlg002.1st1K-grc1,tlg1188/tlg002/tlg1188.tlg002.1st1K-grc1.xml,Aristocles of Messene,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1193.tlg001.1st1K-grc1,tlg1193/tlg001/tlg1193.tlg001.1st1K-grc1.xml,Ariston of Chios,Testimonia et Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1194.tlg001.1st1K-grc1,tlg1194/tlg001/tlg1194.tlg001.1st1K-grc1.xml,Aristonicus of Alexandria,De signis Odysseae,prose-philosophy,high,prose-philosophy,
tlg1205.tlg001.perseus-grc1,tlg1205/tlg001/tlg1205.tlg001.perseus-grc1.xml,Athenagoras,Legatio sive Supplicatio pro Christianis,prose-oratory,high,prose-oratory,
tlg1205.tlg001.perseus-grc2,tlg1205/tlg001/tlg1205.tlg001.perseus-grc2.xml,Athenagoras,Legatio sive Supplicatio pro Christianis,prose-oratory,high,prose-oratory,
tlg1205.tlg002.perseus-grc1,tlg1205/tlg002/tlg1205.tlg002.perseus-grc1.xml,Athenagoras,De Resurrectione,prose-philosophy,high,prose-philosophy,
tlg1205.tlg002.perseus-grc2,tlg1205/tlg002/tlg1205.tlg002.perseus-grc2.xml,Athenagoras,De Resurrectione,prose-philosophy,high,prose-philosophy,
tlg1210.tlg001.1st1K-grc1,tlg1210/tlg001/tlg1210.tlg001.1st1K-grc1.xml,Autolycus,De Sphaera Quae Movetur,prose-philosophy,high,prose-philosophy,
tlg1210.tlg002.1st1K-grc1,tlg1210/tlg002/tlg1210.tlg002.1st1K-grc1.xml,Autolycus,De Ortibus et Occasibus,prose-philosophy,high,prose-philosophy,
tlg1216.tlg001.opp-grc1,tlg1216/tlg001/tlg1216.tlg001.opp-grc1.xml,Barnabae epistula,Barnabae epistula,prose-epistolary,high,prose-epistolary,
tlg1220.tlg001.1st1K-grc1,tlg1220/tlg001/tlg1220.tlg001.1st1K-grc1.xml,Batrachomyomachia,Batrachomyomachia,verse-epic,high,verse-epic,
tlg1247.tlg001.1st1K-grc1,tlg1247/tlg001/tlg1247.tlg001.1st1K-grc1.xml,Cebes,Cebetis tabula,prose-philosophy,high,prose-philosophy,
tlg1252.tlg002.1st1K-grc1,tlg1252/tlg002/tlg1252.tlg002.1st1K-grc1.xml,Certamen Homeri et Hesiodi,Certamen Homeri et Hesiodi,verse-epic,high,verse-epic,
tlg1264.tlg001.1st1K-grc1,tlg1264/tlg001/tlg1264.tlg001.1st1K-grc1.xml,Chrysippus,Fragmenta Logica et Physica,prose-philosophy,high,prose-philosophy,
tlg1264.tlg002.1st1K-grc1,tlg1264/tlg002/tlg1264.tlg002.1st1K-grc1.xml,Chrysippus,Fragmenta  Moralia,prose-philosophy,high,prose-philosophy,
tlg1264.tlg003.1st1K-grc1,tlg1264/tlg003/tlg1264.tlg003.1st1K-grc1.xml,Chrysippus,Fragmenta quae ad explicationem carminum Homericorum pertinent,prose-philosophy,high,prose-philosophy,
tlg1264.tlg004.1st1K-grc1,tlg1264/tlg004/tlg1264.tlg004.1st1K-grc1.xml,Chrysippus,Fragmenta ad singulos libros relata,prose-philosophy,high,prose-philosophy,
tlg1269.tlg002.1st1K-grc1,tlg1269/tlg002/tlg1269.tlg002.1st1K-grc1.xml,Cleanthes,Testimonia et Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1271.tlg001.1st1K-grc1,tlg1271/tlg001/tlg1271.tlg001.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Epistula I ad Corinthios,prose-epistolary,high,prose-epistolary,
tlg1271.tlg002.1st1K-grc1,tlg1271/tlg002/tlg1271.tlg002.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Epistula II ad Corinthios,prose-epistolary,high,prose-epistolary,
tlg1271.tlg003.1st1K-grc1,tlg1271/tlg003/tlg1271.tlg003.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Epistula Petri ad Jacobum [Sp.],prose-epistolary,high,prose-epistolary,
tlg1271.tlg004.1st1K-grc1,tlg1271/tlg004/tlg1271.tlg004.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Contestatio [Sp.],prose-oratory,high,prose-oratory,
tlg1271.tlg005.1st1K-grc1,tlg1271/tlg005/tlg1271.tlg005.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Epistula Clementis ad Jacobum [Sp.],prose-epistolary,high,prose-epistolary,
tlg1271.tlg006.1st1K-grc1,tlg1271/tlg006/tlg1271.tlg006.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Homiliae [Sp.],prose-oratory,high,prose-oratory,
tlg1271.tlg010.1st1K-grc1,tlg1271/tlg010/tlg1271.tlg010.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Epistulae de virginitate [Sp.],prose-epistolary,high,prose-epistolary,
tlg1271.tlg011.1st1K-grc1,tlg1271/tlg011/tlg1271.tlg011.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Pseudo‑Clementina (epitome altera auctore Symeone Metaphrasta) [Sp.],prose-biography,high,prose-biography,
tlg1271.tlg012.1st1K-grc1,tlg1271/tlg012/tlg1271.tlg012.1st1K-grc1.xml,Clemens Romanus (Clement of Rome),Pseudo‑Clementina (epitome de gestis Petri praemetaphrastica) [Sp.],prose-historiography,high,prose-historiography,
tlg1272.tlg001.1st1K-grc1,tlg1272/tlg001/tlg1272.tlg001.1st1K-grc1.xml,Cleomedes,De motu circulari corporum caelestium,prose-philosophy,high,prose-philosophy,
tlg1286.tlg001.1st1K-grc1,tlg1286/tlg001/tlg1286.tlg001.1st1K-grc1.xml,Hermetica,Poimandres,prose-philosophy,high,prose-philosophy,
tlg1286.tlg002.1st1K-grc1,tlg1286/tlg002/tlg1286.tlg002.1st1K-grc1.xml,Hermetica,Dialogus (sine titulo),prose-philosophy,high,prose-philosophy,
tlg1286.tlg003.1st1K-grc1,tlg1286/tlg003/tlg1286.tlg003.1st1K-grc1.xml,Hermetica,Hieros logos,prose-philosophy,medium,prose-philosophy,
tlg1286.tlg004.1st1K-grc1,tlg1286/tlg004/tlg1286.tlg004.1st1K-grc1.xml,Hermetica,Πρὸς Τάτ ὁ κρατήρ ἡ μονάς,prose-philosophy,high,prose-philosophy,
tlg1286.tlg005.1st1K-grc1,tlg1286/tlg005/tlg1286.tlg005.1st1K-grc1.xml,Hermetica,Πρὸς Τὰτ υἱόν ὅτι ἀφανὴς θεὸς φανερώτατός ἐστιν,prose-philosophy,medium,prose-philosophy,
tlg1286.tlg006.1st1K-grc1,tlg1286/tlg006/tlg1286.tlg006.1st1K-grc1.xml,Hermetica,"Ὅτι ἐν μόνῳ τῷ θεῷ τὸ ἀγαθόν ἐστιν, ἀλλαχόθι δὲ οὐδαμοῦ",prose-philosophy,high,prose-philosophy,
tlg1286.tlg007.1st1K-grc1,tlg1286/tlg007/tlg1286.tlg007.1st1K-grc1.xml,Hermetica,Ὅτι μέγιστον κακὸν ἐν ἀνθρώποις ἡ περὶ τοῦ θεοῦ ἀγνωσία,prose-philosophy,medium,prose-philosophy,
tlg1286.tlg008.1st1K-grc1,tlg1286/tlg008/tlg1286.tlg008.1st1K-grc1.xml,Hermetica,"Ὅτι οὐδὲν τῶν ὄντων ἀπόλλυται, ἀλλὰ τὰς μεταβολὰς ἀπωλείας καὶ θανάτους πλανώμενοι λέγουσιν",prose-philosophy,high,prose-philosophy,
tlg1286.tlg009.1st1K-grc1,tlg1286/tlg009/tlg1286.tlg009.1st1K-grc1.xml,Hermetica,"Περὶ νοήσεως καὶ αἰσθήσεως. [ὅτι ἐν μόνῳ τῷ θεῷ τὸ καλὸν καὶ ἀγαθόν ἐστιν, ἀλλαχόθι δὲ οὐδαμοῦ]",prose-philosophy,medium,prose-philosophy,
tlg1286.tlg010.1st1K-grc1,tlg1286/tlg010/tlg1286.tlg010.1st1K-grc1.xml,Hermetica,Κλείς,prose-philosophy,high,prose-philosophy,
tlg1286.tlg011.1st1K-grc1,tlg1286/tlg011/tlg1286.tlg011.1st1K-grc1.xml,Hermetica,Νοῦ πρὸς Ἑρμῆν,prose-philosophy,high,prose-philosophy,
tlg1286.tlg012.1st1K-grc1,tlg1286/tlg012/tlg1286.tlg012.1st1K-grc1.xml,Hermetica,Περὶ νοῦ κοινοῦ πρὸς Τάτ,prose-philosophy,high,prose-philosophy,
tlg1286.tlg013.1st1K-grc1,tlg1286/tlg013/tlg1286.tlg013.1st1K-grc1.xml,Hermetica,Πρὸς τὸν υἱὸν Τὰτ ἐν ὄρει λόγος ἀπόκρυφος περὶ παλιγγενεσίας καὶ σιγῆς ἐπαγγελίας,prose-philosophy,high,prose-philosophy,
tlg1286.tlg014.1st1K-grc1,tlg1286/tlg014/tlg1286.tlg014.1st1K-grc1.xml,Hermetica,Ἀσκληπιῷ εὖ φρονεῖν,prose-philosophy,high,prose-philosophy,
tlg1286.tlg016.1st1K-grc1,tlg1286/tlg016/tlg1286.tlg016.1st1K-grc1.xml,Hermetica,Ὅροι Ἀσκληπιοῦ πρὸς Ἄμμωνα βασιλέα,prose-philosophy,high,prose-philosophy,
tlg1286.tlg017.1st1K-grc1,tlg1286/tlg017/tlg1286.tlg017.1st1K-grc1.xml,Hermetica,Dialogus (sine titulo),prose-dialogue,high,prose-dialogue,
tlg1286.tlg018.1st1K-grc1,tlg1286/tlg018/tlg1286.tlg018.1st1K-grc1.xml,Hermetica,Περὶ τῆς ὑπὸ τοῦ πάθους τοῦ σώματος ἐμποδιζομένης ψυχῆς,prose-philosophy,high,prose-philosophy,
tlg1286.tlg019.1st1K-lat1,tlg1286/tlg019/tlg1286.tlg019.1st1K-lat1.xml,Hermetica,Asclepius (verba Graeca solum),prose-philosophy,high,prose-philosophy,
tlg1286.tlg020.1st1K-grc1,tlg1286/tlg020/tlg1286.tlg020.1st1K-grc1.xml,Hermetica,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1287.tlg001.1st1K-grc1,tlg1287/tlg001/tlg1287.tlg001.1st1K-grc1.xml,Crantor,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1304.tlg002.1st1K-grc1,tlg1304/tlg002/tlg1304.tlg002.1st1K-grc1.xml,Democritus,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1309.tlg001.1st1K-grc1,tlg1309/tlg001/tlg1309.tlg001.1st1K-grc1.xml,Dialexeis,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1311.tlg001.1st1K-grc1,tlg1311/tlg001/tlg1311.tlg001.1st1K-grc1.xml,Anonymous,Didache XII Apostolorum,prose-philosophy,high,prose-philosophy,
tlg1319.tlg002.1st1K-grc1,tlg1319/tlg002/tlg1319.tlg002.1st1K-grc1.xml,Diogenes of Apollonia,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1320.tlg001.1st1K-grc1,tlg1320/tlg001/tlg1320.tlg001.1st1K-grc1.xml,Diogenes Babylonius,Testimonia et Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1325.tlg001.1st1K-grc1,tlg1325/tlg001/tlg1325.tlg001.1st1K-grc1.xml,Diogenes Sinopensis Epistulae,Epistulae,prose-epistolary,high,prose-epistolary,
tlg1329.tlg001.1st1K-grc1,tlg1329/tlg001/tlg1329.tlg001.1st1K-grc1.xml,Dionysius Corinthius,Fragmenta,prose-oratory,high,prose-oratory,
tlg1337.tlg003.1st1K-grc1,tlg1337/tlg003/tlg1337.tlg003.1st1K-grc1.xml,Dorotheus of Sidon,Fragmenta alia antiqua,prose-philosophy,high,prose-philosophy,
tlg1347.tlg004.1st1K-grc1,tlg1347/tlg004/tlg1347.tlg004.1st1K-grc1.xml,Epimenides,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1367.tlg001.1st1K-grc1,tlg1367/tlg001/tlg1367.tlg001.1st1K-grc1.xml,Euripides Epistulae,Epistulae,prose-epistolary,high,prose-epistolary,
tlg1383.tlg001.1st1K-grc1,tlg1383/tlg001/tlg1383.tlg001.1st1K-grc1.xml,Geminus,Elementa astronomia,prose-philosophy,high,prose-philosophy,
tlg1390.tlg004.1st1K-grc1,tlg1390/tlg004/tlg1390.tlg004.1st1K-grc1.xml,Hecataeus of Abderita,Fragmenta,prose-historiography,high,prose-historiography,
tlg1402.tlg001.1st1K-grc1,tlg1402/tlg001/tlg1402.tlg001.1st1K-grc1.xml,Hephaestion,Enchridion de Metris,prose-philosophy,high,prose-philosophy,
tlg1402.tlg002.1st1K-grc1,tlg1402/tlg002/tlg1402.tlg002.1st1K-grc1.xml,Hephaestion,Introductio metrica,prose-philosophy,high,prose-philosophy,
tlg1402.tlg003.1st1K-grc1,tlg1402/tlg003/tlg1402.tlg003.1st1K-grc1.xml,Hephaestion,De poematis,prose-philosophy,high,prose-philosophy,
tlg1402.tlg004.1st1K-grc1,tlg1402/tlg004/tlg1402.tlg004.1st1K-grc1.xml,Hephaestion,De Signis,prose-philosophy,high,prose-philosophy,
tlg1402.tlg005.1st1K-grc1,tlg1402/tlg005/tlg1402.tlg005.1st1K-grc1.xml,Hephaestion,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1409.opp003.1st1K-grc1,tlg1409/opp003/tlg1409.opp003.1st1K-grc1.xml,Heraclides Ponticus,Epitoma to Res Publica Atheniensium,prose-historiography,high,prose-historiography,
tlg1413.tlg001.1st1K-eng1,tlg1413/tlg001/tlg1413.tlg001.1st1K-eng1.xml,Heraclitus Paradoxographus,On Unbelievable Stories,prose-philosophy,high,prose-philosophy,
tlg1414.tlg001.1st1K-grc1,tlg1414/tlg001/tlg1414.tlg001.1st1K-grc1.xml,Heraclitus,Allegoriae (= Quaestiones Homericae),prose-philosophy,high,prose-philosophy,
tlg1416.tlg007.1st1K-grc1,tlg1416/tlg007/tlg1416.tlg007.1st1K-grc1.xml,Philo of Byblos,De diversis verborum significationibus (= Περὶ διαφόρους σημασίας κατ’ ἀλφάβητον) (epitome operis Herennii Philonis),prose-philosophy,high,prose-philosophy,
tlg1419.tlg001.1st1K-grc1,tlg1419/tlg001/tlg1419.tlg001.1st1K-grc1.xml,Hermas,The Shepherd of Hermas,prose-philosophy,high,prose-philosophy,
tlg1431.tlg003.1st1K-grc1,tlg1431/tlg003/tlg1431.tlg003.1st1K-grc1.xml,Hipparchus,In Arati et Eudoxi phaenomena commentariorum libri iii,verse-didactic,medium,verse-didactic,
tlg1434.tlg004.1st1K-grc1,tlg1434/tlg004/tlg1434.tlg004.1st1K-grc1.xml,Hippias of Elis,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1441.tlg001.1st1K-grc1,tlg1441/tlg001/tlg1441.tlg001.1st1K-grc1.xml,Iamblichus (Scr. Erot.),Babyloniaca,prose-oratory,high,prose-oratory,
tlg1443.tlg001.1st1K-grc1,tlg1443/tlg001/tlg1443.tlg001.1st1K-grc1.xml,Ignatius of Antioch,Epistulae vii genuinae,prose-epistolary,high,prose-epistolary,
tlg1443.tlg002.1st1K-grc1,tlg1443/tlg002/tlg1443.tlg002.1st1K-grc1.xml,Ignatius of Antioch,Epistulae interpolatae et epistulae suppositiciae (recensio longior) [Sp.],prose-epistolary,high,prose-epistolary,
tlg1447.tlg001.1st1K-grc1,tlg1447/tlg001/tlg1447.tlg001.1st1K-grc1.xml,"Irenaeus, Saint, Bishop of Lyon",Libros quinque adversus haereses,prose-philosophy,high,prose-philosophy,
tlg1447.tlg009.1st1K-grc1,tlg1447/tlg009/tlg1447.tlg009.1st1K-grc1.xml,"Irenaeus, Saint, Bishop of Lyon",Fragmenta Synodicae Epistulae.,prose-epistolary,high,prose-epistolary,
tlg1463.tlg001.1st1K-grc1,tlg1463/tlg001/tlg1463.tlg001.1st1K-grc1.xml,Liber Enoch,Apocalypsis Enochi,verse-epic,medium,verse-epic,
tlg1463.tlg001.1st1K-grc2,tlg1463/tlg001/tlg1463.tlg001.1st1K-grc2.xml,Liber Enoch,Apocalypsis Enochi,verse-epic,medium,verse-epic,
tlg1463.tlg001.1st1K-lat1,tlg1463/tlg001/tlg1463.tlg001.1st1K-lat1.xml,Liber Enoch,Apocalypsis Enochi,verse-epic,medium,verse-epic,
tlg1463.tlg001.opp-ger1,tlg1463/tlg001/tlg1463.tlg001.opp-ger1.xml,Liber Enoch,Apocalypsis Enochi,verse-epic,medium,verse-epic,
tlg1482.tlg001.1st1K-grc1,tlg1482/tlg001/tlg1482.tlg001.1st1K-grc1.xml,Cyranides,Cyranides,prose-philosophy,high,prose-philosophy,
tlg1484.tlg001.1st1K-grc1,tlg1484/tlg001/tlg1484.tlg001.1st1K-grc1.xml,Martyrium Polycarpi,Martyrium Polycarpi,prose-biography,high,prose-biography,
tlg1486.tlg001.1st1K-grc1,tlg1486/tlg001/tlg1486.tlg001.1st1K-grc1.xml,Matron of Pitana,Convivium Atticum,verse-epic,high,verse-epic,
tlg1486.tlg002.1st1K-grc1,tlg1486/tlg002/tlg1486.tlg002.1st1K-grc1.xml,Matron of Pitana,Fragmenta,verse-epic,high,verse-epic,
tlg1487.tlg001.1st1K-grc1,tlg1487/tlg001/tlg1487.tlg001.1st1K-grc1.xml,"Maximus, Astrologus",Περὶ καταρχῶν,verse-didactic,medium,verse-didactic,
tlg1487.tlg002.1st1K-grc1,tlg1487/tlg002/tlg1487.tlg002.1st1K-grc1.xml,"Maximus, Astrologus",Περὶ καταρχῶν (epitome),verse-didactic,medium,verse-didactic,
tlg1542.tlg001.1st1K-grc1,tlg1542/tlg001/tlg1542.tlg001.1st1K-grc1.xml,Numenius of Apamea,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1548.tlg001.1st1K-grc1,tlg1548/tlg001/tlg1548.tlg001.1st1K-grc1.xml,Oenomaus of Gadara,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1551.tlg001.1st1K-grc1,tlg1551/tlg001/tlg1551.tlg001.1st1K-grc1.xml,Oracula Sibyllina,Oracula,verse-didactic,high,verse-didactic,
tlg1551.tlg002.1st1K-grc1,tlg1551/tlg002/tlg1551.tlg002.1st1K-grc1.xml,Oracula Sibyllina,Fragmenta,verse-didactic,medium,verse-didactic,
tlg1553.tlg001.1st1K-eng1,tlg1553/tlg001/tlg1553.tlg001.1st1K-eng1.xml,Palaiphatos,De Incredibilibus,prose-philosophy,high,prose-philosophy,
tlg1553.tlg001.1st1K-grc1,tlg1553/tlg001/tlg1553.tlg001.1st1K-grc1.xml,Palaiphatos,De Incredibilibus,prose-philosophy,high,prose-philosophy,
tlg1562.tlg002.1st1K-grc1,tlg1562/tlg002/tlg1562.tlg002.1st1K-grc1.xml,Parmenides,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1595.tlg221.1st1K-grc1,tlg1595/tlg221/tlg1595.tlg221.1st1K-grc1.xml,Philodemus,De Musica Librorum Quae Exstant,prose-philosophy,medium,prose-philosophy,
tlg1595.tlg370.1st1K-grc1,tlg1595/tlg370/tlg1595.tlg370.1st1K-grc1.xml,Philodemus,Volumina Rhetorica,prose-philosophy,high,prose-philosophy,
tlg1596.tlg002.1st1K-grc1,tlg1596/tlg002/tlg1596.tlg002.1st1K-grc1.xml,Philolaus of Croton,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1602.tlg001.1st1K-grc1,tlg1602/tlg001/tlg1602.tlg001.1st1K-grc1.xml,Philoxenus of Alexandria,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1617.tlg001.1st1K-grc1,tlg1617/tlg001/tlg1617.tlg001.1st1K-grc1.xml,Marcus Antonius Polemon,Declamationes,prose-oratory,high,prose-oratory,
tlg1622.tlg001.1st1K-grc1,tlg1622/tlg001/tlg1622.tlg001.1st1K-grc1.xml,Polycarp,Epistula ad Philippenses,prose-epistolary,high,prose-epistolary,
tlg1626.tlg001.1st1K-grc1,tlg1626/tlg001/tlg1626.tlg001.1st1K-grc1.xml,Polycrates Ephesius,Fragmentum Synodicae Epistulae,prose-epistolary,high,prose-epistolary,
tlg1634.tlg002.1st1K-grc1,tlg1634/tlg002/tlg1634.tlg002.1st1K-grc1.xml,Prodicus,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1664.tlg001.1st1K-grc1,tlg1664/tlg001/tlg1664.tlg001.1st1K-grc1.xml,Seniores Alexandrini,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1665.tlg001.1st1K-grc1,tlg1665/tlg001/tlg1665.tlg001.1st1K-grc1.xml,Seniores Apud Irenaeum,Reliquiae plurium anonymorum,prose-philosophy,high,prose-philosophy,
tlg1669.tlg004.1st1K-grc1,tlg1669/tlg004/tlg1669.tlg004.1st1K-grc1.xml,Serapion Astrologus,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1681.tlg001.1st1K-grc1,tlg1681/tlg001/tlg1681.tlg001.1st1K-grc1.xml,Solonis Epistulae,Epistulae,prose-epistolary,high,prose-epistolary,
tlg1692.tlg005.1st1K-grc1,tlg1692/tlg005/tlg1692.tlg005.1st1K-grc1.xml,Speusippus,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg1699.tlg001.1st1K-grc1,tlg1699/tlg001/tlg1699.tlg001.1st1K-grc1.xml,Teles Megarenesis,Περὶ τοῦ δοκεῖν καὶ τοῦ εἶναι,prose-philosophy,high,prose-philosophy,
tlg1699.tlg002.1st1K-grc1,tlg1699/tlg002/tlg1699.tlg002.1st1K-grc1.xml,Teles Megarenesis,Περὶ αὐταρκείας,prose-philosophy,high,prose-philosophy,
tlg1699.tlg003.1st1K-grc1,tlg1699/tlg003/tlg1699.tlg003.1st1K-grc1.xml,Teles Megarenesis,Περὶ φυγῆς,prose-philosophy,high,prose-philosophy,
tlg1699.tlg004.1st1K-grc1,tlg1699/tlg004/tlg1699.tlg004.1st1K-grc1.xml,Teles Megarenesis,Περὶ συγκρίσεως πενίας καὶ πλούτου,prose-philosophy,high,prose-philosophy,
tlg1699.tlg005.1st1K-grc1,tlg1699/tlg005/tlg1699.tlg005.1st1K-grc1.xml,Teles Megarenesis,Περὶ συγκρίσεως πενίας καὶ πλούτου,prose-philosophy,high,prose-philosophy,
tlg1699.tlg006.1st1K-grc1,tlg1699/tlg006/tlg1699.tlg006.1st1K-grc1.xml,Teles Megarenesis,Περὶ τοῦ μὴ εἶναι τέλος ἡδονήν,prose-philosophy,high,prose-philosophy,
tlg1699.tlg007.1st1K-grc1,tlg1699/tlg007/tlg1699.tlg007.1st1K-grc1.xml,Teles Megarenesis,Περὶ περιστάσεων,prose-philosophy,high,prose-philosophy,
tlg1699.tlg008.1st1K-grc1,tlg1699/tlg008/tlg1699.tlg008.1st1K-grc1.xml,Teles Megarenesis,Περὶ ἀπαθείας,prose-philosophy,high,prose-philosophy,
tlg1701.tlg001.1st1K-grc1,tlg1701/tlg001/tlg1701.tlg001.1st1K-grc1.xml,Testamentum Abrahae,Testamentum Abrahae (recensio A),prose-biography,high,prose-biography,
tlg1701.tlg002.1st1K-grc1,tlg1701/tlg002/tlg1701.tlg002.1st1K-grc1.xml,Testamentum Abrahae,Testamentum Abrahae (recensio B),prose-biography,high,prose-biography,
tlg1705.tlg001.1st1K-grc1,tlg1705/tlg001/tlg1705.tlg001.1st1K-grc1.xml,Thales,Epistulae,prose-epistolary,high,prose-epistolary,
tlg1719.tlg001.1st1K-grc1,tlg1719/tlg001/tlg1719.tlg001.1st1K-grc1.xml,Theodosius of Bithynia,Sphaerica,prose-philosophy,high,prose-philosophy,
tlg1724.tlg001.1st1K-grc1,tlg1724/tlg001/tlg1724.tlg001.1st1K-grc1.xml,Theon Smyrnaeus,De utilitate mathematicae,prose-philosophy,high,prose-philosophy,
tlg1725.tlg001.perseus-grc1,tlg1725/tlg001/tlg1725.tlg001.perseus-grc1.xml,Theophilus,Ad Autolycum,prose-philosophy,high,prose-philosophy,
tlg1725.tlg001.perseus-grc2,tlg1725/tlg001/tlg1725.tlg001.perseus-grc2.xml,Theophilus,Ad Autolycum,prose-philosophy,high,prose-philosophy,
tlg1749.tlg001.1st1K-grc1,tlg1749/tlg001/tlg1749.tlg001.1st1K-grc1.xml,Vitae Hesiodi Particula,Vitae Hesiodi Particula,prose-biography,high,prose-biography,
tlg1750.tlg001.1st1K-grc1,tlg1750/tlg001/tlg1750.tlg001.1st1K-grc1.xml,Vitae Prophetarum,De prophetarum vita et obitu (Dorothei recensio),prose-biography,high,prose-biography,
